제품명,가격,제조사,주요 성분,효능 및 기능,복용 방법,주의사항 및 부작용,이미지URL,카테고리/태그
,"14,000원",라이펫ㅣ닥터맘마,"상어연골(뮤코다당·단백, 콘드로이친) , 고구마분말(군고구마분말) , 귀리분말(볶은귀리분말) , 글루코사민 , 미강분말 , 초록입홍합분말 , MSM , 북어분말(북어엑기스분말) , 단호박분말 , 로즈힙분말 , 보스웰리아 , 비타민 C , 비타민 B6 염산염 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",수분막을 형성해 체내에서 흡수와 소화를 빠르게 화학부형제가 아닌 천연부형제 사용 반려동물이 좋아하는 천연 원료의 향과 맛 HACCP 인증으로 위생적인 제조 환경 2,관절 영양제 힙 & 조인트 분말형(관절) 제형 분말 급여 방법 주식과 함께 1일 2회 급여해주세요. (1스푼 = 1g) 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ브랜바인,,,영양제 간 보조제 밀크씨슬 60ml 제형 액상 급여 방법 스포이드 눈금으로 정량에 맞춰 사료나 간식에 섞어서 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"23,000원",라이펫ㅣ라비벳,"Lactobacillus sakei probio65 , Bifidobacterium lactis , Lactobacillus acidophilus , Lactobacillus plantarum , 이소말트 , 난소화성 말토덱스트린 , 프락토올리고당 , 치커리추출물분말 , 생선콜라펩타이드 , 비타민 C 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",유산균 국가대표 종근당의 반려동물 전용 유산균 3종 저분자 피쉬 콜라겐으로 건강하고 촉촉한 피부 피부상태 개선 효과의 식약처 인정 피부 유산균 전성분 100% 공개로 유해성분 없는 안심 급여 2,유산균 라비벳 장건강&피부 제형 파우더 급여 방법 직접 급여하거나 주식/간식과 함께 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"29,800원",라이펫ㅣ페노비스,"가수분해오리고기분말 , 쌀가루 , 식물성대두단백질 , 카사바분말 , 글리세린 , 대두유 , 소간 , 단호박 , 양배추 , 타피오카전분 , 귀리분말 , 브로콜리 , 고구마페이스트 , 오메가3 , 프락토올리고당 , 요구루트 분말 , 초유분말 , 프로폴리스추출분말 , 비타민 C , 비타민 E , 비타민미네랄믹스 , 난각 , 제2인산칼슘 , 산화마그네슘 , 구연산칼륨 , 염화콜린 , 혼합인산염 , 분말셀룰로오스 , 소르빈산칼륨 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",수의사와 함께 만든 AAPCO 31가지 영양 설계 알러지 반응 최소화를 위한 가수분해 오리단백질 사용 저온에서 천천히 구워 부드럽고 자극 없는 사료 국내제조 및 생산으로 안심하고 급여 가능 2,알러지 사료 바이탈코어 시니어 사료 1kg 제형 건사료 급여 방법 권장 급여량에 맞게 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"16,000원",라이펫ㅣ아더마스,,,간식 플랫져키 덕 (100g) 제형 져키 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"7,000원",라이펫ㅣ포포네,,,"간식 가지가지비스킷 치킨 40g 제형 비스킷 급여 방법 권장 급여량에 맞춰 급여해 주시고, 실제 급여량은 반려견의 체형·활동량·건강상태에 따라 조정하세요 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기",,https://img.lifet.co.kr/logo/app_logo.png,
,"53,900원",라이펫ㅣ바프독,"칠면조가슴살 , 칠면조정육 , 칠면조목뼈 , 닭간 , 소비장 , 단호박 , 당근 , 양배추 , 콜리플라워 , 그린빈 , 애호박 , 케일 , 사과 , 녹색바나나 , 난황 , 표고버섯 , 커티지치즈 , 딸기 , 블루베리 , 밀싹 , 햄프씨드 , 치아씨드 , 코코넛오일 , 켈프 , 실리엄허스크 , 난각분말 , 요오드화소금 , 비타민 E , 망간 , 아연 , 비타민D , 비타민B-Complex 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",식이 관리에 도움되는 단일 단백질 레시피 성장기 자견에게 좋은 칠면조의 풍부한 영양소 행복 호르몬 칠면조로 스트레스 해소 늘 새롭고 신선하게 생산일 1-2주 내 배송 2,"생식 프리미엄 터키(칠면조 단일) 제형 원물 급여 방법 상온 기준 반드시 20분 내 급여해주시고, 이후에는 폐기해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기",,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ포베오,,슬개골을 직접 잡아주는 탈구 맞춤형 보호대 예방부터 재활까지 단계별 맞춤 솔루션 믿을 수 있는 리뷰와 동물용의료기기 인증 상품 아이의 피부까지 생각한 기능성 삼중합포 원단,,"아이의 성향에 따라 적응 기간 고려 필요 상세정보 펼쳐보기 상품 정보 품명 및 모델명 반려견 슬개골 보호대 법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항 상품 상세 참조 제조국 또는 원산지 대한민국 제조자/수입자 포베오 소비자 상담관련 전화번호 070-4519-6419 만족도 높은 상품을 찾으시나요? Previous 찜하기 종합관리 추천 로즈힙 바이탈 로즈힙 바이탈 케이나인 150g / 500g 0% 39,500원 39,500원 5.0리뷰 12 오늘출발 찜하기 뼈/관절 추천 포베오 대형견 전용 슬개골 보호대 (왼쪽) 9% 168,500원 185,000원 5.0리뷰 2 오늘출발 찜하기 종합관리 추천 뉴알엑스 [묶음 할인]뉴알엑스 후코이단 명태쫀득이 50g 0% 5,000원 5,000원 5.0리뷰 6 오늘출발 찜하기 종합관리 추천 트러스티푸드 가니쉬 동결건조 굴 50g 21% 19,000원 23,900원 5.0리뷰 2 오늘출발 Next 리뷰 상품을 구매하신 분들이 작성한 리뷰입니다. 총점 평균 3 별점 3점 5점 1명 4점 0명 3점 0명 2점 0명 1점 1명 베스트 리뷰 10,000원 쿠폰 증정! 매주 월요일 12시 당첨자 3명 발표 사진 리뷰 1 전체 리뷰 2 별점순 최신순 황금 믹스 4살 별점 5점 2023.08.25 가격이 좀 있어서 고민 오래 한 상품인데 황금이 다리보다 중요한게 뭐 있겠나 싶어서 구입했습니다. 평소에 건강체크를 잘 해오던 곳이라 감사한 마음에 여기서 구매했어요 ㅋㅋㅋㅋ 아직은 적응 중인데 곧 잘 하고 다닐 것 같아요! 견우 비숑프리제 9살 5.9kg 별점 1점 2024.10.08 [슬개골 보호대(오른쪽) / M / 2단계] 착용한지 이틀만에 힌지 찍찍이 네군데 다 떨어지고(이 덮개가 떨어지면 힌지 사용불가) 한군데는 아래쪽이 구멍이 뚫어지려고 하는데 판매사인 포베오에서 소모품이라 as도 안되고 교환도 불가능하다고 하니 구매 시 이 점 유의하셔서 주문바랍니다 저는 제품을 믿고 양쪽다 구매했는데 이틀만에 30만원 주고 산 제품이 쓰레기통행입니다 사진은 한개밖에 안 올려지네요 이전 1 다음 상품 문의 1 상품에 관한 문의가 아닌 배송, 결제, 교환/반품에 대한 문의는 1:1 문의에 남겨주세요. 문의하기 제목 작성자 날짜 답변 상태 비밀글입니다. 견우 2024.10.01 답변 완료 이전 1 다음 배송정보 페이지 상단에 안내된 배송 기준을 확인해주세요. 브랜드 배송의 경우 브랜드별로 배송비와 무료배송 조건이 다르게 적용돼요. 라이펫 배송의 경우 30,000원 이상 구매 시 무료배송이 적용돼요. (30,000원 미만 구매 시 배송비 3,000원 추가) 부피가 큰 용품 및 일부 상품은 추가 배송비가 요청될 수 있어요. 취소/교환/반품 안내 주문 취소는 ‘결제 완료’ 상태에서만 가능해요. '상품준비중'일 경우는 1:1 문의를 통해서 주문을 취소할 수 있어요. 교환/반품은 상품 수령일로부터 7일 이내에 접수할 수 있어요. 리뷰를 작성한 경우 교환/반품이 불가능해요. 단순 변심 등의 구매자 사유의 교환/반품은 반품 배송비가 부과되며, 반품 배송비는 교환/반품 페이지에서 확인할 수 있어요. 판매자의 책임이 있는 상품 및 배송 문제는 교환/반품 택배비가 부과되지 않아요. 상품 및 배송에 문제가 있는 경우에 동일 상품으로만 교환할 수 있어요. 반품 신청한 상품의 회수 및 검수가 완료된 후 이상이 없을 경우 환불이 진행돼요. 교환/반품은 상품 회수 및 상태 확인 후 거절될 수 있어요. 상품 상세 설명에 교환/환불 정책이 별도로 기재된 경우 해당 내용이 우선돼요. 쿠폰 및 적립금 사용 여부에 따라 환불되는 금액에 차이가 있을 수 있어요. 일부 상품의 반품으로 주문 건의 쿠폰 사용 조건이 충족되지 않는 경우 쿠폰 적용이 취소될 수 있어요. 상품 색상과 이미지는 기기의 해상도에 따라 다르게 보일 수 있으며, 무료 교환/환불의 사유가 되지 않아요.",https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ뉴알엑스,"연어 , 닭고기 , 쌀가루 , 감자분말 , 후코이단 , 글리세린 , 젖산칼슘 , 비타민 C , 비타민 E , 정제염 , 프락토올리고당 , 소르빈산칼륨 , 글루코사민 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",체내 면역 강화에 탁월한 후코이단 함유 피모 유지에 도움되는 연어 사용 HACCP 승인을 받은 안심되는 살균 공정 부드럽고 소프트한 기호성 높은 영양 큐브 2,간식 후코이단 연어큐브 제형 큐브 급여 방법 권장 급여량에 맞춰 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ라이펫,"인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.","유럽 인증 THC free 초고함량 CBD 5% 유기농 재배된 햄프씨드 오일 100% 다수의 논문으로 검증된 통증완화, 발작, 항암 효과 HACCP & GMP 인증으로 검증된 원료 생산시설 2",대마씨유 라이펫 CBD 5% 릴리브 오일 제형 오일(스포이드형) 급여 방법 주식/간식에 혼합해 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"16,000원",라이펫ㅣ뉴알엑스,"타피오카전분 , 닭고기 , 곡류(쌀) , 프락토올리고당 , 글리세린 , 닭기름 , 유청단백분말 , 프리미엄생유산균19종 , 맥주효모(베타글루칸) , 베타글루칸 , 비프씨즈닝파우더 , 레드비트 , L-글루타민 , L-로이신 , L-페닐알라닌 , L-라이신염산염 , L-발린 , L-트레오닌 , L-이소로이신 , L-메티오닌 , L-트립토판 , 아미노믹스 , 요구르트향 , 비타민 C , 비타민 E , 소르빈산칼륨 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",낱개 포장으로 청결한 장건강 영양트릿 배변 활동에 도움되는 생유산균 19종 함유 소화건강에 탁월한 프락토올리고당 첨가 혈관 질환에 효과적인 베타시마닌 성분 포함 2,간식 닥터 장 건강 제형 저키 급여 방법 권장 급여량에 맞춰 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"16,500원",라이펫ㅣ아더마스,,,주식 오리 베지볼 (180g) 제형 화식 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"17,000원",라이펫ㅣ제리스타일스,"가수분해효소단백질 , 동충하초 , 파인애플(브로멜라인) , 민들레 , 느릅나무 , 생강 , 우엉 , 타피오카 , 코코넛오일 , 락토바실러스플란타럼 , 글리세린 인공 첨가물, 알러젠 관련","파인애플·동충하초 배합의 천연 기관지 케어 포뮬러 브로멜라인 5,100mg으로 호흡기 진정·가래 완화 소고기맛 소프트한 제형의 기호성 좋은 영양 간식 HACCP의 인증 받은 위생적인 생산시설 2",간식형 영양제 제리스타일스 브레스 파우치 제형 트릿 급여 방법 권장 급여량 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
